SNAP,baseline,0,0
TIME,setup,malloc,256,9353,9365,OK,1,0
SNAP,after_alloc,256,256
TIME,free1,free,256,15084,15092,OK,1,1
SNAP,after_free1,0,256
TIME,free2,free,256,20640,24979,BAD_FREE,1,1
SNAP,after_free2,0,256
