META,tick_hz,1000
SNAP,baseline,62288,3248,3248
TIME,setup,malloc,128,7,7,OK,1,0
TIME,setup,malloc,128,10,10,OK,2,0
SNAP,after_setup,62000,3536,3536
TIME,hof_write,memset_overflow,136,17,17,HOF_WRITE_DONE,2,0
SNAP,post_primitive_trigger,62000,3536,3536
TIME,hof_check_alloc,malloc,128,26,26,OK,3,0
TIME,cleanup,free,128,30,30,OK,3,1
SNAP,after_hof_check_alloc,62000,3536,3536
TIME,cleanup,free,128,38,38,OK,3,2
TIME,cleanup,free,128,41,41,OK,3,3
SNAP,post_cleanup,62288,3248,3536
